id,lastpage,randnumber,benani1,benani2sq001,benani3,bebuni1,bebuni2sq001,bebuni3,beinni1,beinni2sq001,beinni3,benage1,benage2sq001,benage3,bebuge1,bebuge2sq001,bebuge3,beinge1,beinge2sq001,beinge3,frenani1,frenani2sq001,frenani3,frebuni1,frebuni2sq001,frebuni3,freinni1,freinni2sq001,freinni3,frenage1,frenage2sq001,frenage3,frebuge1,frebuge2sq001,frebuge3,freinge1,freinge2sq001,freinge3,ctrl,age,gen1,gen2,gen3,gen4,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu10,org1,org2,org3,org4
521,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,3,60,,,Y,,,,,,,,,,Y,Y,,,
522,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,Y,,,,,,,,,,3,55,Y,,,,,,Y,,,,,,,,Y,,
523,45,6,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,3,71,Y,,,,,,Y,,,,,,,Y,,,
524,41,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,,,,2,,,,,,,,,,,,,,,,,,
525,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,N,,,,,,,,,,3,52,Y,,,,,,Y,,,,,,Y,Y,,,
526,45,7,,,,,,,,,,,,,,,,,,,N,AO07,Y,,,,,,,,,,,,,,,,3,44,,,Y,,,,,,,,,,Y,,Y,,
527,43,8,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,3,43,Y,,,,,,,,,,,,,,,,
528,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,3,58,Y,,,,,,,Y,,,,,,,,Y,
529,45,3,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,Y,,,,,Y,,,,,,,,,,Y,
530,45,5,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,31,Y,,,,,,Y,,,,,,,Y,,,
531,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,,,,3,68,,,Y,,,,,,Y,,,,,,,Y,
532,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO01,Y,,,,3,42,Y,,,,,,,,,,,,Y,,,Y,
533,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,,,,,,,,,,,,,3,58,,,Y,,,Y,,,,,,,Y,,,Y,
534,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52,,,Y,,,Y,,,,,,,,Y,,,
535,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,N,3,30,,,Y,,,,,Y,,,,,,,Y,,
536,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,3,59,,,Y,,,,,Y,,,,,,,,Y,
537,41,1,Y,AO07,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
538,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,64,,,Y,,,,,Y,,,,,,,,Y,
539,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,3,72,Y,,,,,Y,,,,,,,Y,,,Y,
541,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,,,Y,,,Y,,,,,,,,,,Y,
542,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,3,63,Y,,,,,,Y,,,,,,Y,Y,,,
543,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO06,N,,,,,,,,,,,,,3,24,,,Y,,,,,Y,,,,,Y,,,Y,
544,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,N,,,,3,51,,,Y,,,Y,,,,,,,,,,Y,
545,45,1,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,Y,,,,,,,,,,Y,,,,,Y,
546,45,2,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53,,,Y,,,Y,,,,,,,Y,,Y,,
547,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,26,Y,,,,,Y,,,,,,,,,,Y,
549,45,4,,,,,,,,,,N,AO03,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,46,Y,,,,,Y,,,,,,,,Y,,,
550,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,62,,,Y,,,,,Y,,,,,,,,,Y
551,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,3,67,Y,,,,,Y,,,,,,,,,,Y,
552,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,,,,3,65,Y,,,,,,,,,,,,Y,,,Y,
553,45,5,,,,,,,,,,,,,N,AO03,Y,,,,,,,,,,,,,,,,,,,,,,3,10,Y,,,,,Y,Y,,,,,,,,,Y,
554,41,8,,,,,,,,,,,,,,,,,,,,,,Y,AO03,Y,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
555,45,4,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,3,68,,,Y,,,Y,,,,,,,,,,Y,
556,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,3,61,Y,,,,,,,,,,,,Y,,,Y,
557,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO07,Y,,,,,,,,,,,,,3,56,Y,,,,,Y,,,,,,,,Y,,,
558,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,3,74,,,Y,,,,,,,,,,Y,,,Y,
559,45,3,,,,,,,N,AO05,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,Y,,,,,,,,,,,,Y,,,,Y
560,45,2,,,,Y,AO03,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,59,Y,,,,,,,Y,,,,,,Y,,,
561,45,5,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,33,Y,,,,,,,Y,,,,,Y,,,Y,
562,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,3,40,Y,,,,,,,,,,,,Y,Y,,,
563,45,2,,,,Y,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,Y,,,,Y,,,,,,,,Y,,Y,,
564,45,3,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,Y,,,,,,,,Y,,,,,,Y,,
565,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,3,67,,,Y,,,,Y,,,,,,,,,Y,
566,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,3,64,Y,,,,,Y,,,,,,,Y,Y,,,
567,45,1,Y,AO05,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,Y,,,,,Y,,,,,,,,Y,,,
568,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,N,,,,,,,,,,3,21,,,Y,,,,,Y,,,,,,Y,,,
569,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,3,67,Y,,,,,Y,,,,,,,,,,Y,
570,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,N,3,46,,,Y,,,,,,,,,,Y,,,Y,
571,45,6,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,3,37,,,Y,,,Y,,,,,,,Y,,,Y,
572,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,71,,,Y,,,,,,,,,,Y,Y,,,
574,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,2,,,,,,,,,,,,,,,,,,
575,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,3,67,Y,,,,,Y,,,,,,,,,,Y,
576,21,6,,,,,,,,,,,,,,,,Y,AO07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,3,32,,,Y,,,Y,,,,,,,,Y,,,
578,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,3,62,Y,,,,,,,Y,,,,,,,Y,,
579,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,19,Y,,,,,,Y,,,,,,,,,,Y
580,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,3,29,,,Y,,,Y,,,,,,,,,Y,,
581,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,46,,,Y,,,Y,,,,,,,,Y,,,
583,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO02,N,,,,,,,3,44,,,Y,,,,,Y,,,,,Y,Y,,,
584,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,3,39,Y,,,,,Y,,,,,,,,Y,,,
585,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,3,38,,,Y,,,,,Y,,,,,,,,Y,
586,45,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,3,56,,,Y,,,,Y,,,,,,,Y,,,
587,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,
588,45,4,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,24,,,Y,,,,,,,,,,Y,Y,,,
589,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,,,Y,,,,,,,,,,Y,,,Y,
590,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,59,Y,,,,,Y,,,,,,,,,,Y,
591,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,,,,3,70,,,Y,,,Y,,,,,,,,,,Y,
592,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,3,34,,,Y,,,,,,,,Y,,,,,Y,
593,45,6,,,,,,,,,,,,,,,,N,AO05,N,,,,,,,,,,,,,,,,,,,3,40,Y,,,,,Y,,,,,,,,,,Y,
594,45,7,,,,,,,,,,,,,,,,,,,Y,AO04,N,,,,,,,,,,,,,,,,3,57,Y,,,,,,Y,,,,,,,,,Y,
595,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,3,70,,,Y,,,,,Y,,,,,,Y,,,
596,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,3,69,,,Y,,,Y,,,,,,,,,,Y,
597,45,7,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,3,54,,,Y,,,,,Y,,,,,,Y,,,
598,45,4,,,,,,,,,,N,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,3,50,,,Y,,,Y,,,,,,,,,Y,,
599,45,7,,,,,,,,,,,,,,,,,,,Y,AO07,N,,,,,,,,,,,,,,,,3,37,,,Y,,,,,Y,,,,,,,,Y,
600,45,5,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,3,65,Y,,,,,Y,,,,,,,,Y,,,
601,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,,,,2,,,,,,,,,,,,,,,,,,
602,45,6,,,,,,,,,,,,,,,,N,AO01,Y,,,,,,,,,,,,,,,,,,,3,23,,,Y,,,,,,,,Y,,,,,,Y
603,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,3,70,Y,,,,,,Y,,,,,,,,,Y,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,45,4,,,,,,,,,,N,AO07,N,,,,,,,,,,,,,,,,,,,,,,,,,3,44,,,Y,,,Y,,,,,,,,Y,,,
606,45,1,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,,,Y,,,,,Y,,,,,,,,Y,
607,45,4,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,50,,,Y,,,,,Y,,,,,,Y,,,
608,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,3,28,,,Y,,,,Y,,,,,,Y,Y,,,
610,5,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,3,50,,,Y,,,,,Y,,,,,,,,Y,
612,45,5,,,,,,,,,,,,,N,AO07,N,,,,,,,,,,,,,,,,,,,,,,3,57,,,Y,,,,Y,,,,,,Y,,Y,,
613,11,3,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,45,3,,,,,,,N,AO06,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,Y,,,,,,,Y,,,,,,,,Y,
615,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,45,4,,,,,,,,,,Y,AO03,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,41,,,Y,,,,,,,,,,Y,,,Y,
617,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,3,56,Y,,,,,,Y,,,,,,,,Y,,
618,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,3,44,Y,,,,,,,Y,,,,,,,,Y,
619,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,3,62,,,Y,,,,,Y,,,,,,Y,,,
620,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO07,N,,,,,,,,,,,,,3,56,,,Y,,,,,,Y,,,,,,,Y,
621,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,Y,,,,,Y,,,,,,,,,,Y,
622,45,7,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,3,51,Y,,,,,,,,,,,,Y,,,Y,
623,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,Y,,,,,,Y,,,,,,,,,Y,
624,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,3,46,,,Y,,,,,,,,,,Y,,,Y,
625,45,7,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,3,54,,,Y,,,,,,,,,,Y,,,Y,
626,45,4,,,,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,3,63,Y,,,,,,Y,,,,,,,,,Y,
627,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,3,67,,,Y,,,,,,,,,,Y,,,Y,
628,45,7,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,3,59,Y,,,,,Y,,,,,,,,,,Y,
629,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO06,N,,,,,,,3,52,Y,,,,,,,,,,,,Y,,Y,,
630,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,Y,,,,,,,Y,,,,,,Y,,,
631,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,N,,,,3,47,,,Y,,,,,,,,,,Y,,,Y,
632,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,45,3,,,,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,Y,,,,,,,,,,,,Y,,,Y,
634,45,3,,,,,,,Y,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,,,Y,,,,,Y,,,,,Y,,,,Y
635,41,9,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO01,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
636,45,6,,,,,,,,,,,,,,,,Y,AO02,Y,,,,,,,,,,,,,,,,,,,3,44,Y,,,,,Y,,,,,,,,Y,,,
637,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,Y,,,,,,,,,,,,Y,Y,,,
638,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,Y,,,,3,55,Y,,,,,Y,,,,,,,,Y,,,
639,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,N,,,,3,60,Y,,,,,Y,,,,,,,,Y,,,
641,45,3,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,,,Y,,,Y,,,,,,,,,,Y,
642,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,3,54,Y,,,,,,Y,,,,,,,,,Y,
643,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,Y,,,,,Y,,,,,,,,Y,,,
644,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,61,Y,,,,,Y,,,,,,,,Y,,,
645,41,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,Y,,,,,,,,,,5,,,,,,,,,,,,,,,,,,
646,45,5,,,,,,,,,,,,,Y,AO05,Y,,,,,,,,,,,,,,,,,,,,,,3,65,,,Y,,,Y,,,,,,,Y,,,Y,
647,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,,,Y,,,,Y,,,,,,,Y,,,
648,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,3,35,,,Y,,,Y,,,,,,,,,,Y,
649,45,1,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,Y,,,,,,Y,,,,,,,,,,Y
650,45,3,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,Y,,,,,Y,,,,,,,Y,,,Y,
651,45,3,,,,,,,Y,AO03,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,40,Y,,,,,,,,,,,,Y,,,Y,
652,45,1,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,57,Y,,,,,,,Y,,,,,,,,Y,
653,45,2,,,,N,AO01,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62,Y,,,,,Y,,,,,,,,,,Y,
654,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO05,Y,,,,,,,3,44,Y,,,,,,Y,,,,,,,Y,,,
655,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,3,62,Y,,,,,Y,,,,,,,,Y,,,
656,19,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO07,N,,,,,,,,,,,,,3,62,,,Y,,,,Y,,,,,,Y,,,Y,
658,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,Y,,,,,,,,,,3,48,Y,,,,,,,Y,,,,,,,,Y,
659,45,4,,,,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,49,,,Y,,,Y,,,,,,,,,,Y,
660,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO04,Y,,,,3,50,,,Y,,,,,,,,,,Y,,,Y,
661,45,5,,,,,,,,,,,,,N,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,21,Y,,,,,,Y,,,,,,,,,Y,
662,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO02,Y,,,,,,,3,66,,,Y,,,,Y,,,,,,,Y,,,
663,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,45,3,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,43,Y,,,,,,,,,,,,Y,,,Y,
665,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,49,,,Y,,,Y,,,,,,,,Y,,,
666,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO06,N,3,57,Y,,,,,Y,,,,,,,,,,Y,
667,45,3,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,,,Y,,,,,Y,,,,,,,,Y,
668,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,3,30,,,Y,,,,,,,,,,Y,Y,,,
669,45,5,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,74,,,Y,,,,,Y,,,,,,,,Y,
670,45,1,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,58,Y,,,,,,,,,,,,Y,Y,,,
671,45,3,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,,,Y,,,,,Y,,,,,,,,Y,
672,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO04,Y,,,,,,,,,,,,,3,70,Y,,,,,,,Y,,,,,,,,Y,
673,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO01,N,,,,,,,3,54,Y,,,,,,,,Y,,,,,Y,,,
674,45,2,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,Y,,,,,,,Y,,,,,Y,Y,,,
675,45,5,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,,,,3,63,,,Y,,,,Y,,,,,,Y,Y,,,
676,45,4,,,,,,,,,,Y,AO04,N,,,,,,,,,,,,,,,,,,,,,,,,,3,34,,,Y,,,,,Y,,,,,,,,Y,
677,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO01,N,,,,,,,3,65,,,Y,,,,,,,,,,Y,,,Y,
678,45,1,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52,,,Y,,,,Y,,,,,,Y,,,Y,
679,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,45,6,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,3,61,,,Y,,,,,,,,,,Y,,,Y,
681,45,6,,,,,,,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,3,70,Y,,,,,Y,,,,,,,,,,Y,
682,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,36,Y,,,,,,,Y,,,,,,,,Y,
683,41,6,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
684,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,3,54,Y,,,,,,,Y,,,,,,,,Y,
685,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,3,37,Y,,,,,Y,,,,,,,,Y,,,
686,45,4,,,,,,,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,56,Y,,,,,Y,,,,,,,,,,Y,
687,45,2,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,56,Y,,,,,Y,,,,,,,,,,Y,
688,45,5,,,,,,,,,,,,,N,AO05,Y,,,,,,,,,,,,,,,,,,,,,,3,45,Y,,,,,Y,,,,,,,,Y,,,
689,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO05,Y,,,,3,44,,,Y,,,,Y,,,,,,Y,,,Y,
690,45,3,,,,,,,Y,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,68,,,Y,,,Y,,,,,,,,,,Y,
691,45,1,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,66,Y,,,,,,Y,,,,,,,,,Y,
692,45,8,,,,,,,,,,,,,,,,,,,,,,N,AO04,N,,,,,,,,,,,,,3,67,Y,,,,,,,,,,,,Y,Y,,,
693,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO04,,,,,,,,,,,,,,,,,,,,,,,
694,41,1,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
695,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,AO07,Y,3,83,,,Y,,,Y,,,,,,,Y,,,Y,
696,45,8,,,,,,,,,,,,,,,,,,,,,,Y,AO01,Y,,,,,,,,,,,,,3,42,Y,,,,,,,,,,,,Y,Y,,,
697,45,9,,,,,,,,,,,,,,,,,,,,,,,,,N,AO03,Y,,,,,,,,,,3,61,,,Y,,,,,Y,,,,,,Y,,,
698,45,2,,,,N,AO04,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,44,,,Y,,,Y,,,,,,,Y,,,Y,
699,45,3,,,,,,,Y,AO07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,Y,,,,,Y,,,,,,,,Y,,,
700,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO02,N,3,59,Y,,,,,,,Y,,,,,,Y,,,
701,45,5,,,,,,,,,,,,,Y,AO06,Y,,,,,,,,,,,,,,,,,,,,,,3,46,,,Y,,,,,Y,,,,,,,,Y,
702,41,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO07,Y,,,,2,,,,,,,,,,,,,,,,,,
703,45,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AO02,Y,,,,3,36,Y,,,,,Y,,,,,,,Y,Y,,,
704,45,4,,,,,,,,,,Y,AO03,Y,,,,,,,,,,,,,,,,,,,,,,,,,3,20,Y,,,,,,,,,,Y,,,,Y,,
705,45,2,,,,Y,AO03,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,Y,,,,,,Y,,,,,,,,Y,,
